Formulation_ID,product_name,tox_doc_product,doc_rel,doc_source,판정,근거유형,근거,문서Section3_CAS,우리_CAS,y_eye_src,y_skin_src,y_sens_src,라벨오염_eye,라벨오염_skin,라벨오염_sens,신뢰도
MIX434,Scimitar GR Insecticide,SCIMITAR CS,ingredient_source_audit/highlighted/ec7e9870eec92980_highlighted.pdf,local,부분일치,CAS일치,우리CAS(1)['91465-08-6'] vs 문서Section3CAS(1)['91465-08-6'] | NTP앵커CAS교집합=['91465-08-6'] | 문서본문에서 발견된 우리 성분명='lambda-cyhalothrin' | 제품명토큰교집합=scimitar | 문서추출문자수=14204,91465-08-6,91465-08-6,sds_v1,ntp_measured,,False,False,N/A,높음
MIX436,Shield Herbicide,SHIELD PRO™,ingredient_source_audit/highlighted/cc218cc5e4d5c2f0_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(3)['118-74-1', '57754-85-5', '77182-82-2'] vs 문서Section3CAS(3)['118-74-1', '57754-85-5', '65-00-6'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=shield | 문서추출문자수=11800",118-74-1|57754-85-5|65-00-6,118-74-1|57754-85-5|77182-82-2,,ntp_measured,sds_v1,N/A,False,True,중간
MIX439,Secure Dry Insecticide,Cutter Dry Insect Repellent,ingredient_source_audit/highlighted/f3ef9199ef51964a_highlighted.pdf,local,오연결,외부지식,"우리CAS(4)['106-97-8', '134-62-3', '64-17-5', '75-28-5'] vs 문서Section3CAS(4)['106-97-8', '134-62-3', '64-17-5', '75-28-5'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=dry | 문서추출문자수=12864 | 수동판정(규칙엔진=상표명대응→오연결); 제품명/상표명 지식 및 문서 기재 제품명 'Cutter Dry Insect Repellent' 대조",106-97-8|134-62-3|64-17-5|75-28-5,106-97-8|134-62-3|64-17-5|75-28-5,sds_v1,ntp_measured,sds_v1,True,False,True,중간
MIX44,Amitraz(98%),Amitraz 98%min Technical,ingredient_source_audit/highlighted/18623e21ef4f7578_highlighted.pdf,local,일치,조성일치,"우리CAS(1)['33089-61-1'] vs 문서Section3CAS(2)['33089-61-1', '86-00-2'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=amitraz | 문서추출문자수=20335",33089-61-1|86-00-2,33089-61-1,sds_v1,ntp_measured,sds_v1,False,False,False,중간
MIX440,Sedaxane,"Warden Cereals WRII Fungicide, Insecticide",ingredient_source_audit/highlighted/893c51d658e295ff_highlighted.pdf,local,부분일치,CAS일치,"우리CAS(1)['874967-67-6'] vs 문서Section3CAS(10)['119446-68-3', '13141-86-1', '13463-67-7', '14807-96-6', '153710-23-4', '56-81-5', '57-55-6', '69516-34-3'] | NTP앵커CAS교집합=['874967-67-6'] | 문서본문에서 발견된 우리 성분명='sedaxane' | 제품명토큰교집합= | 문서추출문자수=17668",119446-68-3|13141-86-1|13463-67-7|14807-96-6|153710-23-4|56-81-5|57-55-6|69516-34-3|70630-17-9|874967-67-6,874967-67-6,sds_v1,ntp_measured,sds_v1,False,False,False,높음
MIX445,Sharda Glyphosate,Glyphosate 36% SL,ingredient_source_audit/highlighted/bd4ce9d7e9074024_highlighted.pdf,local,부분일치,CAS일치,"우리CAS(3)['38641-94-0', '431040-31-2', '67952-32-3'] vs 문서Section3CAS(3)['38641-94-0', '431040-31-2', '67952-32-3'] | NTP앵커CAS교집합=['38641-94-0'] | 문서본문에서 발견된 우리 성분명='glyphosate' | 제품명토큰교집합=glyphosate | 문서추출문자수=15583",38641-94-0|431040-31-2|67952-32-3,38641-94-0|431040-31-2|67952-32-3,sds_v1,ntp_measured,sds_v1,False,False,False,높음
MIX447,S-Metolachlor & Mesotrione,S-Metolachlor,ingredient_source_audit/highlighted/f7d0674de986bc8f_highlighted.pdf,local,부분일치,CAS불일치,"우리CAS(3)['104206-82-8', '432-00-4', '87392-12-9'] vs 문서Section3CAS(2)['432-00-4', '87392-12-9'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=metolachlor | 문서추출문자수=12082 | 수동판정(규칙엔진=일치→부분일치); 제품명/상표명 지식 및 문서 기재 제품명 'S-Metolachlor' 대조",432-00-4|87392-12-9,104206-82-8|432-00-4|87392-12-9,sds_v1,ntp_measured,sds_v1,False,False,False,중간
MIX449,Shelter Island Plus,Shelter Island Plus,ingredient_source_audit/highlighted/e60140ff81358a3b_highlighted.pdf,local,일치,제품명동일,"우리CAS(6)['122454-29-9', '1330-20-7', '13463-41-7', '14807-96-6', '64742-94-5', '7727-43-1'] vs 문서Section3CAS(7)['122454-29-9', '1314-13-2', '1330-20-7', '13463-41-7', '14807-96-6', '64742-94-5', '7727-43-1'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=island|shelter | 문서추출문자수=12247",122454-29-9|1314-13-2|1330-20-7|13463-41-7|14807-96-6|64742-94-5|7727-43-1,122454-29-9|1330-20-7|13463-41-7|14807-96-6|64742-94-5|7727-43-1,,ntp_measured,sds_v1,N/A,False,False,높음
MIX451,SP5411,ENNIATIN B,ingredient_source_audit/ordered_option_runs/highlighted_sources/G006_917-13-5_ChemBlink_Sigma_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(4)['56425-91-3', '76738-62-0', '917-13-5', '95266-40-3'] vs 문서Section3CAS(1)['917-13-5'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=12308",917-13-5,56425-91-3|76738-62-0|917-13-5|95266-40-3,,ntp_measured,,N/A,False,N/A,중간
MIX456,Spiroxamine (Bay KWG 4168 300CS) (30.0-31.3),ACCRUE Fungicide,ingredient_source_audit/highlighted/7b85616486a4dd20_highlighted.pdf,local,부분일치,CAS일치,우리CAS(1)['118134-30-8'] vs 문서Section3CAS(1)['118134-30-8'] | NTP앵커CAS교집합=['118134-30-8'] | 문서본문에서 발견된 우리 성분명='spiroxamine technical' | 제품명토큰교집합= | 문서추출문자수=11779,118134-30-8,118134-30-8,,,sds_v1,N/A,N/A,False,높음
MIX459,TC 240,SYSTEM TC 240 ANTISLITTANTE CINGHIE - ANTI SLIPPING STRAPS SPRAY ML 400,ingredient_source_audit/highlighted/a30d6f309123182a_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(2)['23031-36-9', '91465-08-6'] vs 문서Section3CAS(4)['110-82-7', '17-00-1', '199-00-1', '68476-40-4'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=240 | 문서추출문자수=11361 | 수동판정(규칙엔진=일치→오연결); 제품명/상표명 지식 및 문서 기재 제품명 'SYSTEM TC 240 ANTISLITTANTE CINGHIE - ANTI SLIPPING STRAPS S' 대조",110-82-7|17-00-1|199-00-1|68476-40-4,23031-36-9|91465-08-6,sds_v1,ntp_measured,sds_v1,True,False,True,높음
MIX46,Amore DF,Compare To PARIS AMOUR by BBW ® F21471,ingredient_source_audit/highlighted/bdfc88147bf4e6a2_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(2)['219714-96-2', '82558-50-7'] vs 문서Section3CAS(24)['101-86-0', '10339-55-6', '105-87-3', '106-24-1', '107-75-5', '111879-80-2', '118-58-1', '1205-17-0'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=15559",101-86-0|10339-55-6|105-87-3|106-24-1|107-75-5|111879-80-2|118-58-1|1205-17-0|121-33-5|1222-05-5|127-51-5|13351-61-6|18127-01-0|24851-98-7|2705-87-5|28219-61-6|31906-04-4|54464-57-2|5989-27-5|6259-76-3|63500-71-0|65113-99-7|78-70-6|81782-77-6,219714-96-2|82558-50-7,sds_v1,ntp_measured,sds_v1,True,False,True,중간
MIX464,TC 281,2-Amino-2-methyl-1-propanol,ingredient_source_audit/ordered_option_runs/highlighted_sources/G038_124-68-5_ChemBlink_Sigma_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(1)['131341-86-1'] vs 문서Section3CAS(2)['124-68-5', '70-00-6'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=12749",124-68-5|70-00-6,131341-86-1,sds_v1,ntp_measured,sds_v1,True,False,True,중간
MIX47,BAS 320 I Pro Fire Ant Bait,Amdro® Pro fire ant bait (Product No.: 579604),ingredient_source_audit/highlighted/65ba622bb02581cf_highlighted.pdf,local,상표명대응,CAS일치,"우리CAS(2)['139968-49-3', '67485-29-4'] vs 문서Section3CAS(1)['67485-29-4'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=ant|fire | 문서추출문자수=11040 | 2차재검: 문서Section3 CAS와 우리 활성성분 CAS 교집합 존재 및 상표명↔활성성분 지식 대조로 오연결→상표명대응 수정",67485-29-4,139968-49-3|67485-29-4,sds_v1,ntp_measured,sds_v1,False,False,False,중간
MIX474,Tempo 0.1 Granular Insecticide,TEMPO 1% Dust,ingredient_source_audit/highlighted/1c70709029e8fc3d_highlighted.pdf,local,부분일치,외부지식,"우리CAS(1)['68359-37-5'] vs 문서Section3CAS(2)['14808-60-7', '68359-37-5'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=tempo | 문서추출문자수=11291 | 수동판정(규칙엔진=상표명대응→부분일치); 제품명/상표명 지식 및 문서 기재 제품명 'TEMPO 1% Dust' 대조",14808-60-7|68359-37-5,68359-37-5,sds_2nd_sec11,sds_2nd_sec11,sds_v1,False,False,False,중간
MIX475,Terbuthylazine,Terbuthylazine,ingredient_source_audit/ordered_option_runs/highlighted_sources/G012_5915-41-3_ChemBlink_Sigma_highlighted.pdf,local,일치,CAS일치,우리CAS(1)['5915-41-3'] vs 문서Section3CAS(1)['5915-41-3'] | NTP앵커CAS교집합=['5915-41-3'] | 문서본문에서 발견된 우리 성분명='terbuthylazine' | 제품명토큰교집합=terbuthylazine | 문서추출문자수=12156,5915-41-3,5915-41-3,,,,N/A,N/A,N/A,높음
MIX478,Tetrasan 5 WDG,TetraSan® 5 WDG,ingredient_source_audit/highlighted/e155bfa6c5a709c6_highlighted.pdf,local,일치,조성일치,"우리CAS(3)['1332-58-7', '153233-91-1', '7783-20-2'] vs 문서Section3CAS(3)['1332-58-7', '153233-91-1', '7783-20-2'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=tetrasan|wdg | 문서추출문자수=12356",1332-58-7|153233-91-1|7783-20-2,1332-58-7|153233-91-1|7783-20-2,,ntp_measured,sds_v1,N/A,False,False,중간
MIX482,Superfine Wettable Sulphur,Superfine Sulfur (Product Name: Sulfur),ingredient_source_audit/highlighted/8b7711a15122e818_highlighted.pdf,local,상표명대응,조성일치,"우리CAS(1)['7704-34-9'] vs 문서Section3CAS(2)['7704-34-9', '94-00-1'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=superfine | 문서추출문자수=10885",7704-34-9|94-00-1,7704-34-9,sds_v1,ntp_measured,sds_v1,False,False,False,중간
MIX484,Thiabendazole MF,Thiabendazole,ingredient_source_audit/highlighted/84d7285a59dc1486_highlighted.pdf,local,일치,CAS일치,우리CAS(1)['148-79-8'] vs 문서Section3CAS(1)['148-79-8'] | NTP앵커CAS교집합=['148-79-8'] | 문서본문에서 발견된 우리 성분명='thiabendazole' | 제품명토큰교집합=thiabendazole | 문서추출문자수=11797,148-79-8,148-79-8,sds_2nd,sds_2nd,sds_2nd,False,False,False,높음
MIX487,Thiencarbazone-methyl,Thiencarbazone-methyl,ingredient_source_audit/highlighted/5f8cfa4e7028e8dc_highlighted.pdf,local,일치,제품명동일,우리CAS(1)['317815-83-1'] vs 문서Section3CAS(1)['317815-83-1'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=methyl|thiencarbazone | 문서추출문자수=7817,317815-83-1,317815-83-1,,ntp_measured,,N/A,False,N/A,높음
MIX488,Three Way Peanut Seed Treatment Fungicide,Xyway 3D Fungicide,ingredient_source_audit/highlighted/df95cb76b99eb3da_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(3)['133-06-2', '141517-21-7', '57837-19-1'] vs 문서Section3CAS(3)['56-81-5', '57-55-6', '76674-21-0'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=15222",56-81-5|57-55-6|76674-21-0,133-06-2|141517-21-7|57837-19-1,sds_v1,sds_v1,sds_v1,True,True,True,중간
MIX489,Swagger,SWAGGER®,ingredient_source_audit/highlighted/50f76252cff897f5_highlighted.pdf,local,일치,제품명동일,"우리CAS(3)['138261-41-3', '82657-04-3', '872-50-4'] vs 문서Section3CAS(5)['105827-78-9', '138261-41-3', '82657-04-3', '83322-02-5', '872-50-4'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=swagger | 문서추출문자수=20040",105827-78-9|138261-41-3|82657-04-3|83322-02-5|872-50-4,138261-41-3|82657-04-3|872-50-4,,ntp_measured,sds_v1,N/A,False,False,높음
MIX491,Three-Way VAP,Section® Three,ingredient_source_audit/highlighted/0df309adc32d174c_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(7)['125225-28-7', '210880-92-5', '57837-19-1', '64742-94-5', '91-20-3', '95-63-6', '99129-21-2'] vs 문서Section3CAS(5)['108-67-8', '64742-94-5', '91-20-3', '95-63-6', '99129-21-2'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=three | 문서추출문자수=16436",108-67-8|64742-94-5|91-20-3|95-63-6|99129-21-2,125225-28-7|210880-92-5|57837-19-1|64742-94-5|91-20-3|95-63-6|99129-21-2,sds_v1,ntp_measured,sds_v1,True,False,True,중간
MIX494,Tital FL,Compare to BOMBSHELL WILD FLOWER by Victoria's Secret ® F35268,ingredient_source_audit/highlighted/434ba1b62496b644_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(4)['137-26-8', '210880-92-5', '5234-68-4', '57837-19-1'] vs 문서Section3CAS(19)['103-95-7', '10339-55-6', '105-87-3', '107-75-5', '115-95-7', '118-58-1', '1205-17-0', '1222-05-5'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=14304",103-95-7|10339-55-6|105-87-3|107-75-5|115-95-7|118-58-1|1205-17-0|1222-05-5|127-51-5|128-37-0|18479-58-8|24851-98-7|54464-57-2|55066-48-3|58567-11-6|5989-27-5|63500-71-0|67634-14-4|78-70-6,137-26-8|210880-92-5|5234-68-4|57837-19-1,sds_v1,ntp_measured,sds_v1,True,False,True,중간
MIX495,T-Methyl G-Pro 50 WSB Fungicide,T-Methyl E-Ag 4.5 F Fungicide,ingredient_source_audit/highlighted/a85403fec21bbcc0_highlighted.pdf,local,부분일치,CAS일치,우리CAS(1)['23564-05-8'] vs 문서Section3CAS(1)['23564-05-8'] | NTP앵커CAS교집합=['23564-05-8'] | 문서본문에서 발견된 우리 성분명='thiophanate-methyl' | 제품명토큰교집합=methyl | 문서추출문자수=13796,23564-05-8,23564-05-8,,ntp_measured,sds_v1,N/A,False,False,높음
MIX498,Tombstone Insecticide,TOMBSTONE™,ingredient_source_audit/highlighted/82b52e27534b52b0_highlighted.pdf,local,일치,CAS일치,"우리CAS(2)['64742-94-5', '68359-37-5'] vs 문서Section3CAS(4)['64742-94-5', '68359-37-5', '91-20-3', '95-63-6'] | NTP앵커CAS교집합=['68359-37-5'] | 문서본문에서 발견된 우리 성분명='cyfluthrin' | 제품명토큰교집합=tombstone | 문서추출문자수=18835",64742-94-5|68359-37-5|91-20-3|95-63-6,64742-94-5|68359-37-5,sds_v1,,sds_v1,False,N/A,False,높음
MIX508,V-10142 Herbicide,Celero® Herbicide,ingredient_source_audit/highlighted/771f17c74b9b0fa9_highlighted.pdf,local,부분일치,CAS일치,"우리CAS(4)['122548-33-8', '126-86-3', '1332-58-7', '9003-11-6'] vs 문서Section3CAS(4)['122548-33-8', '126-86-3', '1332-58-7', '9003-11-6'] | NTP앵커CAS교집합=['122548-33-8'] | 문서본문에서 발견된 우리 성분명='non-ionic surfactant on urea clathrate' | 제품명토큰교집합= | 문서추출문자수=13336",122548-33-8|126-86-3|1332-58-7|9003-11-6,122548-33-8|126-86-3|1332-58-7|9003-11-6,sds_v1,ntp_measured,sds_v1,False,False,False,높음
MIX513,Trifloxysulfuron-sodium,Trifloxysulfuron-sodium,ingredient_source_audit/highlighted/78fab35366233679_highlighted.pdf,local,일치,제품명동일,우리CAS(1)['199119-58-9'] vs 문서Section3CAS(1)['199119-58-9'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=sodium|trifloxysulfuron | 문서추출문자수=8172,199119-58-9,199119-58-9,,ntp_measured,,N/A,False,N/A,높음
MIX517,VCP-01,Repair Materials (Product ID: VCP),ingredient_source_audit/highlighted/4ae6d9fcb3da7345_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(1)['82657-04-3'] vs 문서Section3CAS(3)['1317-65-3', '14808-60-7', '65997-15-1'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=vcp | 문서추출문자수=17402",1317-65-3|14808-60-7|65997-15-1,82657-04-3,sds_v1,ntp_measured,sds_v1,True,False,True,중간
MIX527,Vitacon RTU FL Fungicide,"Shar-Teb 3.6FL Fungicide  ABN: Tebu-Crop 3.6F, Tebu-Turf 3.6F, Tebusha 3.6FL",ingredient_source_audit/highlighted/fd2ea4ca4e1f1268_highlighted.pdf,local,부분일치,CAS일치,"우리CAS(6)['11138-66-2', '125225-28-7', '5234-68-4', '56-81-5', '57837-19-1', '7732-18-5'] vs 문서Section3CAS(5)['107534-96-3', '11138-66-2', '56-81-5', '7732-18-5', '80443-41-0'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=19027 | 2차재검: 문서Section3 CAS와 우리 활성성분 CAS 교집합 존재 및 상표명↔활성성분 지식 대조로 오연결→부분일치 수정",107534-96-3|11138-66-2|56-81-5|7732-18-5|80443-41-0,11138-66-2|125225-28-7|5234-68-4|56-81-5|57837-19-1|7732-18-5,sds_v1,ntp_measured,sds_v1,False,False,False,중간
MIX53,Metaflumizone(7.4%),Metaflumizone,ingredient_source_audit/highlighted/79e3e11b60acdd5e_highlighted.pdf,local,부분일치,외부지식,우리CAS(1)['139968-49-3'] vs 문서Section3CAS(1)['139968-49-3'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=metaflumizone | 문서추출문자수=16096 | 수동판정(규칙엔진=일치→부분일치); 제품명/상표명 지식 및 문서 기재 제품명 'Metaflumizone' 대조,139968-49-3,139968-49-3,sds_2nd_sec11,ntp_measured,sds_v1,False,False,False,중간
MIX530,Voliam Flexi Insecticide,VOLIAM,ingredient_source_audit/highlighted/ddcc0c90471bab7e_highlighted.pdf,local,부분일치,CAS불일치,"우리CAS(2)['153719-23-4', '500008-45-7'] vs 문서Section3CAS(3)['167-00-5', '500008-45-7', '55965-84-9'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=voliam | 문서추출문자수=10883 | 수동판정(규칙엔진=일치→부분일치); 제품명/상표명 지식 및 문서 기재 제품명 'VOLIAM' 대조",167-00-5|500008-45-7|55965-84-9,153719-23-4|500008-45-7,sds_v1,ntp_measured,sds_v1,False,False,False,중간
MIX537,Weld Herbicide,AS-SB-A SOLVENT-BASED ANTI-SPATTER (MSDS Name: SDS-AS-SB-A),ingredient_source_audit/highlighted/c75c7b1be62c2d70_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(4)['29450-45-1', '57754-85-5', '75-09-0', '81406-37-3'] vs 문서Section3CAS(1)['75-09-2'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=10861",75-09-2,29450-45-1|57754-85-5|75-09-0|81406-37-3,sds_v1,ntp_measured,sds_v1,True,False,True,중간
MIX538,Up-Cyde Pro 2.0 EC Termiticide/Insecticide,Up-Cyde Pro 2.0 EC,ingredient_source_audit/highlighted/832a14ef8de093ed_highlighted.pdf,local,일치,CAS일치,"우리CAS(2)['52315-07-8', '74742-95-6'] vs 문서Section3CAS(2)['52315-07-8', '74742-95-6'] | NTP앵커CAS교집합=['52315-07-8'] | 문서본문에서 발견된 우리 성분명='cypermethrin' | 제품명토큰교집합=cyde | 문서추출문자수=13662",52315-07-8|74742-95-6,52315-07-8|74742-95-6,,ntp_measured,,N/A,False,N/A,높음
MIX54,BAS 500 F Manufacturing Use Product,Lucantin® Yellow 10% NXT,ingredient_source_audit/highlighted/5758adb4093a53cb_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(1)['175013-18-0'] vs 문서Section3CAS(7)['1109-11-1', '121-79-9', '128-37-0', '137-66-6', '14306-25-3', '198-00-3', '67762-90-7'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=10594",1109-11-1|121-79-9|128-37-0|137-66-6|14306-25-3|198-00-3|67762-90-7,175013-18-0,sds_v1,ntp_measured,sds_v1,True,False,True,중간
MIX540,Wolman E (CA-C)(.19),Wolmanized® Heavy Duty™ Wood,ingredient_source_audit/highlighted/dc0f599159423c53_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(1)['60207-90-1'] vs 문서Section3CAS(4)['1317-38-0', '7439-92-1', '7738-94-5', '7778-39-4'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=11585",1317-38-0|7439-92-1|7738-94-5|7778-39-4,60207-90-1,sds_v1,sds_v1,sds_v1,True,True,True,중간
MIX545,V-10116 3.7 FS,"Glycerin (Product Number: G2289, Brand: Sigma-Aldrich, CAS-No. 56-81-5)",ingredient_source_audit/ordered_option_runs/highlighted_sources/G041_56-81-5_ChemBlink_Sigma_highlighted.pdf,local,오연결,조성불일치,우리CAS(0)[] vs 문서Section3CAS(1)['56-81-5'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=12023,56-81-5,,sds_v1,ntp_measured,sds_v1,True,False,True,낮음
MIX547,XDE-PRDX,Conoidin A,ingredient_source_audit/ordered_option_runs/highlighted_sources/G040_alternate_sds_pdf_76b1f244a1d1e120_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(4)['18080-67-6', '34256-82-1', '57754-85-5', '98967-40-9'] vs 문서Section3CAS(1)['18080-67-6'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=13738",18080-67-6,18080-67-6|34256-82-1|57754-85-5|98967-40-9,sds_v1,ntp_measured,sds_v1,True,False,True,중간
MIX549,X-Cide 800 Biocide,X-CID (헤더 표기: PROXITANE ® 0007 / Trade name: X-CID),ingredient_source_audit/highlighted/6c1c64ddc6d9e939_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(4)['104-55-2', '64-19-7', '7722-84-1', '79-21-0'] vs 문서Section3CAS(6)['2-00-6', '3-00-9', '64-19-7', '7722-84-1', '79-21-0', '94-00-8'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=10098",2-00-6|3-00-9|64-19-7|7722-84-1|79-21-0|94-00-8,104-55-2|64-19-7|7722-84-1|79-21-0,sds_v1,ntp_measured,sds_v1,True,False,True,중간
MIX555,Zampro Fungicide,Zampro,ingredient_source_audit/highlighted/ad11c7ed48807994_highlighted.pdf,local,일치,CAS일치,"우리CAS(6)['100-41-4', '110488-70-5', '116412-83-0', '2634-33-5', '2682-20-4', '865318-97-4'] vs 문서Section3CAS(6)['100-41-4', '110488-70-5', '116412-83-0', '2634-33-5', '2682-20-4', '865318-97-4'] | NTP앵커CAS교집합=['110488-70-5'] | 문서본문에서 발견된 우리 성분명='dimethomorph' | 제품명토큰교집합=zampro | 문서추출문자수=9227",100-41-4|110488-70-5|116412-83-0|2634-33-5|2682-20-4|865318-97-4,100-41-4|110488-70-5|116412-83-0|2634-33-5|2682-20-4|865318-97-4,sds_v1,ntp_measured,sds_v1,False,False,False,높음
MIX557,Zoxamide(95_100%),Oxamide,ingredient_source_audit/highlighted/35bda4ed9143eb1a_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(2)['156052-68-5', '471-46-5'] vs 문서Section3CAS(1)['471-46-5'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=7947",471-46-5,156052-68-5|471-46-5,sds_v1,ntp_measured,,True,False,N/A,중간
MIX564,RebelEx,Acryl - Rebel,ingredient_source_audit/highlighted/b8a13283845de3e9_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(2)['122008-85-9', '219714-96-2'] vs 문서Section3CAS(3)['112945-52-5', '8-00-0', '94-36-0'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=20130",112945-52-5|8-00-0|94-36-0,122008-85-9|219714-96-2,sds_v1,ntp_measured,sds_v1,True,False,True,중간
MIX569,Ridomil Gold MZ WG,Metalaxyl-M,ingredient_source_audit/ordered_option_runs/highlighted_sources/G033_70630-17-0_ChemBlink_Sigma_highlighted.pdf,local,부분일치,CAS일치,"우리CAS(2)['70630-17-0', '8018-01-7'] vs 문서Section3CAS(2)['163-00-0', '70630-17-0'] | NTP앵커CAS교집합=['70630-17-0'] | 문서본문에서 발견된 우리 성분명='mefenoxam' | 제품명토큰교집합= | 문서추출문자수=11254",163-00-0|70630-17-0,70630-17-0|8018-01-7,sds_v1,ntp_measured,,False,False,N/A,높음
MIX571,Rimsulfuron,Quali-Pro® Rimsulfuron 25 DF,ingredient_source_audit/highlighted/8abb05ab9ef55979_highlighted.pdf,local,부분일치,CAS일치,우리CAS(1)['122931-48-0'] vs 문서Section3CAS(1)['122931-48-0'] | NTP앵커CAS교집합=['122931-48-0'] | 문서본문에서 발견된 우리 성분명='rimsulfuron' | 제품명토큰교집합=rimsulfuron | 문서추출문자수=9029 | 수동판정(규칙엔진=일치→부분일치); 제품명/상표명 지식 및 문서 기재 제품명 'Quali-Pro® Rimsulfuron 25 DF' 대조,122931-48-0,122931-48-0,,sds_v1,sds_v1,N/A,False,False,높음
MIX574,Aloft LC SC Insecticide,Aloft® LC SC Insecticide,ingredient_source_audit/highlighted/0ead2d3d5c4fa28e_highlighted.pdf,local,일치,CAS일치,"우리CAS(3)['210880-92-5', '68131-39-5', '82657-04-3'] vs 문서Section3CAS(3)['210880-92-5', '68131-39-5', '82657-04-3'] | NTP앵커CAS교집합=['210880-92-5', '82657-04-3'] | 문서본문에서 발견된 우리 성분명='clothianidin; bifenthrin' | 제품명토큰교집합=aloft | 문서추출문자수=13203",210880-92-5|68131-39-5|82657-04-3,210880-92-5|68131-39-5|82657-04-3,,,sds_v1,N/A,N/A,False,높음
MIX576,Coumaphos (97.6),Coumaphos,ingredient_source_audit/ordered_option_runs/highlighted_sources/G017_56-72-4_ChemBlink_Sigma_highlighted.pdf,local,일치,CAS일치,"우리CAS(1)['56-72-4'] vs 문서Section3CAS(2)['38-00-3', '56-72-4'] | NTP앵커CAS교집합=['56-72-4'] | 문서본문에서 발견된 우리 성분명='coumaphos' | 제품명토큰교집합=coumaphos | 문서추출문자수=13060",38-00-3|56-72-4,56-72-4,,,,N/A,N/A,N/A,높음
MIX577,Axiom DF,AXIOM® DF HERBICIDE,ingredient_source_audit/highlighted/01664de36b4b5495_highlighted.pdf,local,일치,CAS일치,"우리CAS(2)['142459-58-3', '21087-64-9'] vs 문서Section3CAS(5)['142459-58-3', '21087-64-9', '68425-94-5', '68512-35-6', '77-92-9'] | NTP앵커CAS교집합=['142459-58-3'] | 문서본문에서 발견된 우리 성분명='flufenacet' | 제품명토큰교집합=axiom | 문서추출문자수=11090",142459-58-3|21087-64-9|68425-94-5|68512-35-6|77-92-9,142459-58-3|21087-64-9,sds_v1,sds_v1,sds_v1,False,False,False,높음
MIX580,Departure Herbicide,INFERNO™ WDG Herbicide,ingredient_source_audit/highlighted/a39491dae56838a7_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(1)['1071-83-6'] vs 문서Section3CAS(2)['101200-48-0', '1317-65-3'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=13997",101200-48-0|1317-65-3,1071-83-6,,,sds_v1,N/A,N/A,True,중간
