Formulation_ID,Formulation_Name,formulation_code,physical_form,product_category,concentration_type,type_confidence,type_evidence_basis,signal_word,ghs_hazard_classes,acute_toxicity_route,environmental_hazard,h_codes,hazard_level_score,hazard_confidence,hazard_evidence_basis,use_class,target_pest_organism,target_crop_site,application_method,use_pattern,use_confidence,use_evidence_basis,epa_reg_number,regulatory_jurisdiction,registration_status,active_ingredient_declared,reach_registered,label_type,regulatory_confidence,regulatory_evidence_basis,active_pct_total,inert_pct_total,primary_active_ingredient,ingredient_count_class,concentration_class,pct_data_quality,formulation_complexity_score,ingredient_profile_confidence,profile_evidence_basis
MIX376,Quali-Pro Enclave 5.3F,UNKNOWN,liquid,pesticide/fungicide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,agricultural/fungicide,"['fungi', 'dollar_spot', 'brown_patch', 'anthracnose']","['turf', 'ornamental']",spray,systemic,HIGH,source_text,53883-309,US_EPA,registered_active,True,False,product_page,HIGH,epa_reg_found,28.7,71.3,Chlorothalonil,binary,medium,partial,2.0,MEDIUM,source_text
MIX377,Quinoxyfen Manufacturing Use Concentrate,UNKNOWN,liquid,pesticide/fungicide,concentrate,MEDIUM,evidence_snippet,WARNING,"['aquatic_acute_1', 'skin_sensitization_1']",['none_identified'],aquatic_acute_and_chronic,"['H400', 'H317']",2.0,HIGH,sds_section2,agricultural/fungicide,"['fungi', 'powdery_mildew']","['grapes', 'vegetables']",spray,preventive,HIGH,source_text,33906-26,US_EPA,registered_active,True,False,epa_label,HIGH,epa_reg_found,22.58,77.42,Quinoxyfen,single,medium,exact,1.0,HIGH,workbook_pct
MIX378,Raid Ant & Roach Killer with Germ Kill CIK,RTU,liquid,pesticide/insecticide,ready-to-use,MEDIUM,pattern_inferred,WARNING,['flammable_aerosol_2'],['none_identified'],none,['H226'],2.0,HIGH,sds_section2,study/skin_irritation_human,,,unknown,unknown,HIGH,,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,0.235,14.5,1-butoxy-2-propanol,multi_7p,ultra_low,partial,5.0,MEDIUM,workbook_pct
MIX379,Raid Roach & Ant Killer IV Plus,RTU,liquid,pesticide/insecticide,ready-to-use,MEDIUM,pattern_inferred,CAUTION,[],['none_identified'],unknown,[],1.0,MEDIUM,label_precautionary,study/skin_irritation_human,,,unknown,unknown,HIGH,,,US_EPA,registered_active,True,False,epa_label,HIGH,active_declared_epa_format,0.865,99.135,METIlYLCARBAMA'IE,multi_4_6,ultra_low,inconsistent,4.0,LOW,workbook_pct
MIX38,Ametryn,UNKNOWN,unknown,pesticide/herbicide,concentrate,LOW,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/skin_irritation_human,,,unknown,unknown,HIGH,,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,97.0,3.0,Ametryn,single,very_high,exact,1.0,HIGH,workbook_pct
MIX380,Raid Roach & Ant Killer Plus,RTU,liquid,pesticide/insecticide,ready-to-use,MEDIUM,pattern_inferred,NONE,[],['none_identified'],none,[],1.0,MEDIUM,snippet_keywords,study/skin_irritation_human,,,unknown,unknown,HIGH,,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,,,"White Mineral Oil, (Petroleum)",multi_4_6,unknown,none,4.0,LOW,name_inference
MIX381,Rancona Xxtra,FS,liquid,pesticide/fungicide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/skin_irritation_human,,,unknown,unknown,HIGH,,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,1.5,,Ipconazole,multi_4_6,ultra_low,partial,4.0,MEDIUM,workbook_pct
MIX382,Ravap EC,EC,liquid,pesticide/insecticide,concentrate,HIGH,name_explicit,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/skin_irritation_human,,,unknown,unknown,HIGH,,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,28.3,71.7,Tetrachlorvinphos,ternary,medium,approximate,3.0,MEDIUM,workbook_pct
MIX383,NNI-0001,UNKNOWN,powder,industrial_chemical,unknown,LOW,evidence_snippet,DANGER,['flammable_solid_1'],['none_identified'],none,['H228'],4.0,HIGH,sds_section2,study/skin_irritation_human,,,unknown,unknown,HIGH,,,EU_REACH,registered_active,False,True,sds_full,HIGH,reach_text,0.13,,Aluminium powder (stabilised),ternary,ultra_low,partial,3.0,LOW,workbook_pct
MIX384,Not Stated,UNKNOWN,unknown,unknown,unknown,LOW,no_basis,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/acute_dermal,,,unknown,unknown,HIGH,,,UNKNOWN,unknown,,,unknown,LOW,no_basis,,,,unknown,unknown,none,0.0,LOW,no_basis
MIX385,Optigard Liquid Ant Bait,RTU,liquid,pesticide/insecticide,ready-to-use,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/skin_irritation_human,,,unknown,unknown,HIGH,,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,,,thiamethoxam (ISO),single,unknown,none,1.0,LOW,name_inference
MIX386,NTN 33893 75 WP-WS,WP,powder,pesticide/insecticide,concentrate,HIGH,name_explicit,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/skin_irritation_human,,,unknown,unknown,HIGH,,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,75.0,25.0,Imidacloprid,ternary,very_high,exact,3.0,HIGH,workbook_pct
MIX387,Optill powered by Kixor Herbicide,WG,granule,pesticide/herbicide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/skin_irritation_human,,,unknown,unknown,HIGH,,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,29.7,,saflufenacil,multi_4_6,medium,partial,4.0,MEDIUM,workbook_pct
MIX388,Nuosept Bit,UNKNOWN,liquid,cleaning_disinfectant,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/skin_irritation_human,,,unknown,unknown,HIGH,,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,3.0,5.0,Benzisothiazol- (2h)-one,binary,low,partial,2.0,MEDIUM,workbook_pct
MIX389,NUP-06139 Herbicide,UNKNOWN,unknown,pesticide/herbicide,unknown,LOW,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/skin_irritation_human,,,unknown,unknown,HIGH,,,UNKNOWN,unknown,,,unknown,LOW,no_basis,,,,single,unknown,none,1.0,LOW,no_basis
MIX39,Azoxystrobin 50 WG,WG,granule,pesticide/fungicide,concentrate,HIGH,name_explicit,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/skin_irritation_human,,,unknown,unknown,HIGH,,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,,,Azoxystrobin 50,ternary,unknown,none,3.0,LOW,name_inference
MIX390,ORD-X042,UNKNOWN,unknown,unknown,unknown,LOW,no_basis,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/skin_irritation_human,,,unknown,unknown,HIGH,,,RESEARCH_ONLY,not_registered,,,unknown,MEDIUM,source_filename,,,,unknown,unknown,none,0.0,LOW,no_basis
MIX391,NUP06147,TB,tablet,pharmaceutical,ready-to-use,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/skin_irritation_human,,,unknown,unknown,HIGH,,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,,,Losartan,ternary,unknown,none,3.0,LOW,name_inference
MIX392,ORD-X170,UNKNOWN,unknown,unknown,unknown,LOW,no_basis,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/skin_irritation_human,,,unknown,unknown,HIGH,,,RESEARCH_ONLY,not_registered,,,unknown,MEDIUM,source_filename,,,,unknown,unknown,none,0.0,LOW,no_basis
MIX393,NUP-07003 Herbicide,SL,liquid,pesticide/herbicide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/skin_irritation_human,,,unknown,unknown,HIGH,,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,3.0,,"Triisopropanolamine Salt of 2,4-Dichlorophenoxyacetic Acid",ternary,low,partial,3.0,MEDIUM,workbook_pct
MIX394,ORD-X450,UNKNOWN,liquid,cleaning_disinfectant,concentrate,MEDIUM,evidence_snippet,UNKNOWN,"['skin_irritation_2', 'eye_damage_1', 'respiratory_sensitization_1', 'stot_single_3']",['inhalation'],unknown,"['H315', 'H318', 'H334', 'H335']",3.0,MEDIUM,snippet_keywords,study/skin_irritation_human,,,unknown,unknown,HIGH,,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,5.0,,Subtilisin,binary,low,partial,2.0,MEDIUM,workbook_pct
MIX395,OR-X123,UNKNOWN,liquid,industrial_chemical,ready-to-use,MEDIUM,evidence_snippet,WARNING,"['flammable_liquid_3', 'acute_toxicity_dermal_4', 'acute_toxicity_inhalation_4', 'skin_irritation_2', 'eye_irritation_2']","['dermal', 'inhalation']",none,"['H226', 'H312', 'H332', 'H315', 'H319']",3.0,HIGH,sds_section2,study/skin_irritation_human,,,unknown,unknown,HIGH,,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,,,,multi_4_6,unknown,none,4.0,LOW,no_basis
MIX396,Nylar Total Release Aerosol 2644,RTU,liquid,pesticide/insecticide,ready-to-use,MEDIUM,name_explicit,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/skin_irritation_human,,,unknown,unknown,HIGH,,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,1.3,50.0,NYLAR® (Pyriproxyfen),binary,ultra_low,partial,2.0,MEDIUM,workbook_pct
MIX397,Penbotec,SC,suspension,pesticide/fungicide,concentrate,HIGH,name_explicit,WARNING,[],['none_identified'],aquatic_chronic,['H411'],2.0,MEDIUM,snippet_keywords,study/skin_irritation_human,,,unknown,unknown,HIGH,,43813-32,US_EPA,registered_active,False,False,sds_full,HIGH,epa_reg_found,30.0,70.0,Pyrimethanil (ISO),single,high,exact,1.0,HIGH,workbook_pct
MIX398,Penclo 273.5FS,FS,liquid,industrial_chemical,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/skin_irritation_human,,,unknown,unknown,HIGH,,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,25.0,75.0,Hydrofluorosilicic Acid,binary,medium,exact,2.0,HIGH,workbook_pct
MIX399,Penclotrime 310.68 FS,FS,liquid,pesticide/other,concentrate,HIGH,name_explicit,DANGER,"['flammable_liquid_3', 'acute_toxicity_oral_4', 'skin_irritation_2', 'eye_damage_1', 'stot_single_3']","['oral', 'inhalation']",none,"['H226', 'H302', 'H315', 'H318', 'H335', 'H336']",4.0,HIGH,sds_section2,study/skin_irritation_human,,,unknown,unknown,HIGH,,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,,,n-Butyl alcohol,single,unknown,none,1.0,LOW,name_inference
MIX4,0.19% Mesotrione on Fertilizer,GR,granule,pesticide/herbicide,ready-to-use,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/skin_irritation_human,,,unknown,unknown,HIGH,,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,96.0,4.0,Mesotrione,multi_4_6,very_high,exact,4.0,HIGH,workbook_pct
MIX40,Amicarbazone Herbicide,UNKNOWN,unknown,pesticide/herbicide,unknown,LOW,name_explicit,UNKNOWN,[],[],unknown,[],0.0,LOW,no_basis,study/skin_irritation_human,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,,,sds_full,MEDIUM,source_filename,,,RN,single,unknown,none,1.0,,
MIX400,Rocima 586,UNKNOWN,liquid,industrial_chemical,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],[],unknown,[],0.0,LOW,snippet_keywords,industrial/chemical,"['bacteria', 'fungi', 'algae']",,unknown,preventive,MEDIUM,ingredient_inference,,UNKNOWN,unknown,False,,sds_full,LOW,no_active_section,11.5,,Bronopol,multi_4_6,low,approximate,4.0,,
MIX401,Penflufen TC,UNKNOWN,powder,pesticide/fungicide,concentrate,MEDIUM,name_explicit,WARNING,"['aquatic_acute_1', 'aquatic_chronic_1']",[],aquatic_acute_and_chronic,['H410'],2.0,HIGH,sds_section2,agricultural/fungicide,['fungi'],,unknown,unknown,MEDIUM,ingredient_inference,,RESEARCH_ONLY,not_registered,,,sds_partial,HIGH,for_r&d_use_only,,,Penflufen,single,unknown,none,1.0,,
MIX402,Penoxsulam,UNKNOWN,powder,pesticide/herbicide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],[],unknown,[],0.0,LOW,no_basis,agricultural/herbicide,['weeds'],,unknown,unknown,MEDIUM,ingredient_inference,,RESEARCH_ONLY,not_registered,,,sds_full,MEDIUM,source_filename,95.0,5.0,Penoxsulam,single,very_high,approximate,1.0,,
MIX403,Rotam 2F Ornamental Insecticide,UNKNOWN,liquid,pesticide/insecticide,concentrate,HIGH,name_explicit,DANGER,"['flammable_liquid_4', 'acute_toxicity_oral_4', 'acute_toxicity_inhalation_4', 'eye_irritation_2B', 'reproductive_toxicity_1', 'respiratory_sensitization_1', 'stot_repeated_1', 'aquatic_acute_1', 'aquatic_chronic_1']","['oral', 'inhalation']",aquatic_acute_and_chronic,"['H227', 'H302', 'H332', 'H320', 'H360', 'H335', 'H373', 'H400', 'H410']",5.0,HIGH,sds_section2,agricultural/insecticide,"['mites', 'insects']",['ornamental'],spray,contact,HIGH,product_name,81300-5-83979,US_EPA,registered_active,True,False,epa_label,HIGH,epa_reg_found,,,Abamectin,binary,unknown,none,2.0,,
MIX404,Penpro 118FS,FS,suspension,pesticide/fungicide,concentrate,HIGH,name_explicit,UNKNOWN,[],[],unknown,[],0.0,LOW,snippet_keywords,agricultural/seed_treatment,,,seed_treatment,preventive,HIGH,product_name,,UNKNOWN,unknown,False,,sds_full,LOW,no_basis,1.0,,Methanol,ternary,ultra_low,approximate,3.0,,
MIX405,Rotam Imidacloprid,EC,liquid,pesticide/insecticide,concentrate,HIGH,evidence_snippet,DANGER,"['acute_toxicity_3', 'aquatic_acute_1', 'aquatic_chronic_1']",['oral'],aquatic_acute_and_chronic,"['H301', 'H400', 'H410']",5.0,HIGH,sds_section2,agricultural/insecticide,"['aphids', 'whiteflies', 'beetles']",,unknown,systemic,HIGH,ingredient_inference,,EU_REACH,unknown,False,True,sds_full,MEDIUM,reach_text,,,Imidacloprid,binary,unknown,none,2.0,,
MIX406,ROTAM Methomyl 29LV Insecticide,SP,powder,pesticide/insecticide,concentrate,HIGH,evidence_snippet,UNKNOWN,[],[],unknown,[],0.0,LOW,snippet_keywords,agricultural/insecticide,['insects'],,spray,contact,HIGH,product_name,83100-28-83979,US_EPA,registered_active,True,False,epa_label,HIGH,epa_reg_found,90.0,10.0,Methomyl,single,very_high,exact,1.0,,
MIX407,Penprome 177FS,FS,suspension,pesticide/insecticide,concentrate,HIGH,name_explicit,UNKNOWN,[],[],unknown,[],0.0,LOW,no_basis,agricultural/seed_treatment,['insects'],,seed_treatment,preventive,HIGH,product_name,,RESEARCH_ONLY,not_registered,,,chemblink_sigma,MEDIUM,source_filename,,,Permethrin,single,unknown,none,1.0,,
MIX408,Rotam Nicosulfuron,UNKNOWN,powder,pesticide/herbicide,concentrate,MEDIUM,pattern_inferred,WARNING,"['skin_irritation_2', 'eye_damage_1', 'aquatic_acute_1', 'aquatic_chronic_1', 'aquatic_chronic_2']",[],aquatic_acute_and_chronic,"['H315', 'H318', 'H400', 'H410', 'H411']",3.0,MEDIUM,snippet_keywords,agricultural/herbicide,['weeds'],['corn'],spray,post_emergent,HIGH,ingredient_inference,,EU_REACH,unknown,False,True,sds_full,MEDIUM,reach_text,25.0,75.0,Nicosulfuron,multi_4_6,medium,approximate,4.0,,
MIX409,Rotam Tebuconazole,UNKNOWN,liquid,pesticide/fungicide,concentrate,MEDIUM,pattern_inferred,WARNING,['aquatic_acute_1'],[],aquatic_acute,[],2.0,MEDIUM,snippet_keywords,agricultural/fungicide,"['fungi', 'rust', 'blight']",,spray,systemic,HIGH,ingredient_inference,,UNKNOWN,unknown,True,,sds_full,LOW,active_declared,2.0,,Tebuconazole,ternary,medium,partial,3.0,,
MIX41,Bactron K-139,UNKNOWN,liquid,cleaning_disinfectant,concentrate,MEDIUM,pattern_inferred,WARNING,[],[],unknown,[],2.0,LOW,sds_section2,public_health/disinfectant,['bacteria'],,topical,contact,MEDIUM,ingredient_inference,,UNKNOWN,unknown,False,,product_page,LOW,no_basis,50.0,50.0,ALKYL* DIMETHYL BENZYL AMMONIUM CHLORIDE,single,high,exact,1.0,,
MIX410,Rotam Thifensulfuron-methyl,UNKNOWN,powder,pesticide/herbicide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],[],unknown,[],0.0,LOW,snippet_keywords,agricultural/herbicide,"['weeds', 'broadleaf']",,spray,post_emergent,HIGH,ingredient_inference,,UNKNOWN,unknown,False,,sds_full,LOW,no_basis,50.0,50.0,Thifensulfuron methyl,ternary,high,exact,3.0,,
MIX411,Penthiopyrad,UNKNOWN,powder,pesticide/fungicide,concentrate,MEDIUM,name_explicit,WARNING,"['aquatic_acute_1', 'aquatic_chronic_1']",[],aquatic_chronic,['H411'],2.0,HIGH,sds_section2,agricultural/fungicide,['fungi'],,unknown,unknown,MEDIUM,ingredient_inference,,RESEARCH_ONLY,not_registered,,,sds_partial,HIGH,for_r&d_use_only,,,penthiopyrad,single,unknown,none,1.0,,
MIX412,Roval Brand 75 WG Fungicide,WG,granule,pesticide/fungicide,concentrate,HIGH,name_explicit,UNKNOWN,[],[],unknown,[],0.0,LOW,snippet_keywords,agricultural/fungicide,"['fungi', 'bacteria']",,spray,preventive,HIGH,product_name,,UNKNOWN,unknown,True,,sds_full,LOW,active_declared,50.0,,Copper hydroxide,multi_4_6,high,partial,4.0,,
MIX413,Penthiopyrad 40 SC Fungicide,SC,suspension,pesticide/fungicide,concentrate,HIGH,name_explicit,UNKNOWN,[],[],unknown,[],0.0,LOW,snippet_keywords,agricultural/fungicide,['fungi'],,spray,systemic,HIGH,product_name,,UNKNOWN,unknown,False,,sds_full,LOW,no_basis,19.5,80.5,Penthiopyrad,single,medium,exact,1.0,,
MIX414,Rugged Herbicide,UNKNOWN,liquid,pesticide/herbicide,concentrate,MEDIUM,name_explicit,UNKNOWN,[],[],unknown,[],0.0,LOW,snippet_keywords,agricultural/herbicide,"['weeds', 'broadleaf']",,spray,post_emergent,HIGH,product_name,,UNKNOWN,unknown,False,,sds_full,LOW,no_basis,,,"2,4-Dichlorophenoxyacetic acid",binary,unknown,none,2.0,,
MIX415,Pentri 308FS,FS,suspension,pesticide/fungicide,concentrate,HIGH,name_explicit,UNKNOWN,[],[],unknown,[],0.0,LOW,snippet_keywords,agricultural/seed_treatment,,,seed_treatment,preventive,HIGH,product_name,,UNKNOWN,unknown,False,,sds_full,LOW,no_basis,1.0,,Methanol,ternary,ultra_low,approximate,3.0,,
MIX416,RWH 34,UNKNOWN,powder,pesticide/fungicide,concentrate,MEDIUM,pattern_inferred,WARNING,['skin_irritation_2'],[],none,['H315'],2.0,MEDIUM,snippet_keywords,agricultural/fungicide,"['fungi', 'mites']",,spray,contact,MEDIUM,ingredient_inference,,UNKNOWN,unknown,False,,sds_full,LOW,no_basis,99.0,1.0,Sulfur,single,very_high,exact,1.0,,
MIX417,S-3153 WDG Herbicide,WDG,granule,pesticide/herbicide,concentrate,HIGH,name_explicit,UNKNOWN,[],[],unknown,[],0.0,LOW,snippet_keywords,agricultural/herbicide,"['weeds', 'grasses', 'broadleaf']",,spray,post_emergent,HIGH,product_name,,UNKNOWN,unknown,False,,sds_full,LOW,no_basis,,,Potassium salt of glyphosate,single,unknown,none,1.0,,
MIX418,Permethrin,UNKNOWN,unknown,pesticide/insecticide,unknown,LOW,name_explicit,UNKNOWN,[],[],unknown,[],0.0,LOW,no_basis,agricultural/insecticide,['insects'],,unknown,contact,MEDIUM,ingredient_inference,,RESEARCH_ONLY,not_registered,,,chemblink_sigma,MEDIUM,source_filename,,,Permethrin,single,unknown,none,1.0,,
MIX419,Safer Brand 3-in-1 Concentrate,UNKNOWN,liquid,pesticide/insecticide,concentrate,MEDIUM,evidence_snippet,WARNING,[],[],unknown,[],2.0,MEDIUM,sds_section2,agricultural/other,"['insects', 'fungi', 'mites']",['ornamental'],spray,contact,HIGH,product_name,,UNKNOWN,unknown,False,,sds_full,LOW,no_basis,0.5,99.5,"Oil, clove",binary,ultra_low,exact,2.0,,
MIX42,Aminopyralid,UNKNOWN,liquid,pesticide/herbicide,concentrate,MEDIUM,evidence_snippet,NONE,[],[],none,[],1.0,HIGH,sds_section2,agricultural/herbicide,"['weeds', 'broadleaf']",,spray,post_emergent,MEDIUM,ingredient_inference,,UNKNOWN,unknown,False,,sds_full,LOW,no_basis,,,Aminopyralid Triisopropanolamine Salt,unknown,unknown,none,1.0,,
MIX420,Permit Plus,UNKNOWN,unknown,pesticide/herbicide,concentrate,MEDIUM,name_explicit,UNKNOWN,[],[],unknown,[],0.0,LOW,snippet_keywords,agricultural/seed_treatment,,,seed_treatment,preventive,HIGH,product_name,,UNKNOWN,unknown,False,,sds_full,LOW,no_basis,1.0,,Methanol,ternary,ultra_low,approximate,3.0,,
MIX421,"Safer Brand Garden Fungicide, Insecticide & Miticide",RTU,liquid,pesticide/fungicide,ready-to-use,HIGH,evidence_snippet,CAUTION,[],[],unknown,[],1.0,MEDIUM,label_precautionary,agricultural/other,"['fungi', 'insects', 'mites']",['ornamental'],spray,contact,HIGH,product_name,,UNKNOWN,unknown,True,,epa_label,MEDIUM,active_declared,0.9,99.1,Extract of Neem Oil,multi_4_6,ultra_low,exact,4.0,,
MIX422,Picoxystrobin,UNKNOWN,unknown,pesticide/fungicide,unknown,LOW,pattern_inferred,DANGER,"['acute_toxicity_dermal_4', 'acute_toxicity_inhalation_3', 'eye_damage_2', 'aquatic_acute_1']","['dermal', 'inhalation']",aquatic_acute,"['H313', 'H319', 'H331', 'H400']",4.0,HIGH,sds_section2,agricultural/fungicide,"['fungi', 'rust', 'blight']",,spray,preventive,HIGH,ingredient_inference,,UNKNOWN,unknown,False,False,sds_full,LOW,source_filename,,,Picoxystrobin,ternary,unknown,none,3.0,LOW,name_inference
MIX423,Pillar Granular Fungicide,GR,granule,pesticide/fungicide,concentrate,HIGH,name_explicit,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,agricultural/fungicide,['fungi'],"['turf', 'ornamental']",spray,preventive,HIGH,product_name,,UNKNOWN,unknown,False,False,sds_full,LOW,source_filename,15.0,,Triticonazole,multi_7p,medium,partial,5.0,MEDIUM,workbook_pct
MIX424,Sergeants Fipronil + Etofenprox + Methoprene Spot-On for Cats,RTU,liquid,pesticide/insecticide,ready-to-use,HIGH,name_explicit,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,veterinary,"['fleas', 'ticks']",,topical,contact,HIGH,product_name,,UNKNOWN,unknown,False,False,product_page,LOW,source_filename,,,Fipronil,single,unknown,none,1.0,LOW,name_inference
MIX425,Pinoxaden,EC,liquid,pesticide/herbicide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,snippet_keywords,agricultural/herbicide,"['weeds', 'grasses']",,spray,post_emergent,HIGH,ingredient_inference,,UNKNOWN,unknown,False,False,sds_full,LOW,source_filename,45.0,45.0,Pinoxaden,multi_4_6,medium,approximate,4.0,MEDIUM,workbook_pct
MIX426,Sativa,UNKNOWN,unknown,pesticide/fungicide,unknown,LOW,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,agricultural/fungicide,['fungi'],,seed_treatment,systemic,HIGH,ingredient_inference,,UNKNOWN,unknown,False,False,sds_partial,LOW,source_filename,,,Tebuconazole,binary,unknown,none,2.0,LOW,name_inference
MIX427,Sativa IMF Max,FS,liquid,pesticide/insecticide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,agricultural/seed_treatment,"['fungi', 'insects']",,seed_treatment,systemic,HIGH,ingredient_inference,,UNKNOWN,unknown,False,False,sds_partial,LOW,source_filename,11.86,3.9,Imidacloprid,multi_4_6,medium,partial,4.0,HIGH,source_text
MIX428,Platinum 75SG,WG,granule,pesticide/other,concentrate,HIGH,name_explicit,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,research/toxicology,,,unknown,unknown,HIGH,ingredient_inference,,EU_REACH,not_registered,False,True,sds_full,MEDIUM,reach_text,,,,single,unknown,none,1.0,LOW,no_basis
MIX429,Polyphase 663,UNKNOWN,unknown,wood_preservative,concentrate,MEDIUM,pattern_inferred,CAUTION,[],['none_identified'],unknown,[],1.0,MEDIUM,label_precautionary,wood_preservation,"['algae', 'fungi']","['paints', 'coatings', 'sealants', 'stucco']",topical,preventive,HIGH,source_text,5383-109,US_EPA,registered_active,True,False,product_page,HIGH,epa_reg_found,27.0,73.0,Diuron,multi_4_6,medium,exact,4.0,HIGH,workbook_pct
MIX43,Amitraz(12.5%),EC,liquid,pesticide/insecticide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/skin_irritation,,,unknown,unknown,HIGH,source_filename,,UNKNOWN,unknown,False,False,sds_full,LOW,source_filename,,,Amitraz,single,medium,none,1.0,MEDIUM,name_inference
MIX430,Sativa IMX Max,EC,liquid,consumer_product,concentrate,HIGH,evidence_snippet,DANGER,"['flammable_liquid_3', 'acute_toxicity_oral_4', 'skin_irritation_2', 'eye_irritation_2', 'skin_sensitization_1', 'aspiration_hazard_1', 'aquatic_acute_1', 'aquatic_chronic_1']","['oral', 'inhalation']",aquatic_acute_and_chronic,"['H226', 'H302', 'H315', 'H319', 'H317', 'H304', 'H400', 'H410']",4.0,HIGH,sds_section2,study/skin_irritation,,,unknown,unknown,HIGH,source_filename,,EU_REACH,not_registered,False,True,sds_full,MEDIUM,reach_text,,,(+-)-alpha-Pinene,multi_7p,unknown,none,5.0,LOW,name_inference
MIX431,Precise Acephate,EC,unknown,research_compound,concentrate,HIGH,evidence_snippet,WARNING,['acute_toxicity_oral_4'],['oral'],none,['H302'],2.0,HIGH,sds_section2,agricultural/insecticide,"['aphids', 'beetles', 'mites']",,spray,contact,HIGH,ingredient_inference,,EU_REACH,not_registered,False,True,sds_full,MEDIUM,reach_text,0.15,,Acephate,binary,ultra_low,partial,2.0,MEDIUM,workbook_pct
MIX432,SC 480 Herbicide,SC,suspension,pesticide/herbicide,concentrate,HIGH,name_explicit,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,agricultural/herbicide,"['weeds', 'broadleaf']",,spray,pre_emergent,HIGH,product_name,,UNKNOWN,unknown,False,False,sds_full,LOW,source_filename,,,Metribuzin,single,unknown,none,1.0,LOW,name_inference
