cas,ingredient_name,눈,피부,감작,출처유형,범주유효성,H코드정합,URL상태,CAS체디,기존값충돌,채택가능,판정근거
10049-04-4,Chlorine dioxide,"구분1(심한 눈손상) (H318, ECHA C&L 통보): H318 (46.3%): Causes serious eye damage [Danger Serious eye damage/eye irritation]","구분1(피부 부식/화상) (H314, EU CLP Annex VI): H314: Causes severe skin burns and eye damage [Danger Skin corrosion/irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[1] vs 기존[2A](ntp_measured) | 피부:신규[1] vs 기존[2A](ntp_measured),조건부,ECHA C&L 자가신고 통보율 과반미달을 확정분류로 채택: 눈:46.3% / 기존 v5 라벨과 충돌 존재
65195-55-3,Avermectin B1a,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,없음,채택,"EU CLP Annex VI 근거 또는 양대출처 조회완료 NC, 범주/H코드 정합, URL 정상, 체디 pass, 기존값 충돌 없음"
120116-88-3,"Cyazofamid 4-chloro-2-cyano-N,N-dimethyl-5-p-tolylimidazole-1-sulfonamide",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,없음,채택,"EU CLP Annex VI 근거 또는 양대출처 조회완료 NC, 범주/H코드 정합, URL 정상, 체디 pass, 기존값 충돌 없음"
180409-60-3,Cyflufenamid,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[1;2B](ntp_measured;sds_reported) | 피부:신규[NC] vs 기존[2;Not classified](sds_reported) | 감작:신규[NC] vs 기존[1](sens_ghs),조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가 / 기존 v5 라벨과 충돌 존재
68085-85-8,alpha-Cyhalothrin,"구분2(눈 자극) (H319, ECHA C&L 통보): H319 (58.6%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]","구분2(피부 자극) (H315, ECHA C&L 통보): H315 (57.1%): Causes skin irritation [Warning Skin corrosion/irritation]","피부감작성 구분1 (H317, ECHA C&L 통보): H317 (95.7%): May cause an allergic skin reaction [Warning Sensitization, Skin]",echa_cl,정상,정상,PubChem CID URL 1건,pass,눈:신규[2] vs 기존[1](ntp_measured),조건부,출처가 ECHA C&L 자가신고(법적구속력 없음) / 기존 v5 라벨과 충돌 존재
57966-95-7,Cymoxanil,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"피부감작성 구분1 (H317, EU CLP Annex VI): H317: May cause an allergic skin reaction [Warning Sensitization, Skin]",annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
65195-56-4,Avermectin B1b,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B;Not classified](sds_reported),조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가 / 기존 v5 라벨과 충돌 존재
104206-82-8,"Mesotrione 2-[4-(methylsulfonyl)-2-nitrobenzoyl]-1,3-cyclohexanedione",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B;Not classified](ntp_measured) | 피부:신규[NC] vs 기존[2;2B;Not classified](ntp_measured;sds_reported) | 감작:신규[NC] vs 기존[1;1B](sens_ghs),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
137-26-8,Bis(dimethylaminothiocarbonyl) disulfide,"구분2(눈 자극) (H319, EU CLP Annex VI): H319: Causes serious eye irritation [Warning Serious eye damage/eye irritation]","구분2(피부 자극) (H315, EU CLP Annex VI): H315: Causes skin irritation [Warning Skin corrosion/irritation]","피부감작성 구분1 (H317, EU CLP Annex VI): H317: May cause an allergic skin reaction [Warning Sensitization, Skin]",annex_vi,정상,정상,PubChem CID URL 1건,pass,없음,채택,"EU CLP Annex VI 근거 또는 양대출처 조회완료 NC, 범주/H코드 정합, URL 정상, 체디 pass, 기존값 충돌 없음"
28159-98-0,Cybutryne,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"피부감작성 구분1 (H317, ECHA C&L 통보): H317 (96.8%): May cause an allergic skin reaction [Warning Sensitization, Skin]",echa_cl,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2A](ntp_measured;sds_reported) | 피부:신규[NC] vs 기존[2;2B](ntp_measured;sds_reported),조건부,출처가 ECHA C&L 자가신고(법적구속력 없음) / 기존 v5 라벨과 충돌 존재
15299-99-7,Napropamide,"구분2(눈 자극) (H319, ECHA C&L 통보): H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),echa_cl,정상,정상,PubChem CID URL 1건,pass,눈:신규[2] vs 기존[Not classified](NC),조건부,출처가 ECHA C&L 자가신고(법적구속력 없음) / 기존 v5 라벨과 충돌 존재
15165-67-0,Dichlorprop-P,"구분1(심한 눈손상) (H318, EU CLP Annex VI): H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]","구분2(피부 자극) (H315, EU CLP Annex VI): H315: Causes skin irritation [Warning Skin corrosion/irritation]","피부감작성 구분1 (H317, EU CLP Annex VI): H317: May cause an allergic skin reaction [Warning Sensitization, Skin]",annex_vi,정상,정상,PubChem CID URL 1건,pass,피부:신규[2] vs 기존[Not classified](NC),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
60-51-5,Dimethoate not listed,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2A](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
108-94-1,Cyclohexanone,"구분1(심한 눈손상) (H318, ECHA C&L 통보): H318 (31.6%): Causes serious eye damage [Danger Serious eye damage/eye irritation]","구분2(피부 자극) (H315, ECHA C&L 통보): H315 (17.9%): Causes skin irritation [Warning Skin corrosion/irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),echa_cl,정상,정상,PubChem CID URL 1건,pass,눈:신규[1] vs 기존[2A](ntp_measured) | 피부:신규[2] vs 기존[Not classified](NC),조건부,"ECHA C&L 자가신고 통보율 과반미달을 확정분류로 채택: 눈:31.6%,피부:17.9% / 기존 v5 라벨과 충돌 존재"
361377-29-9,Fluoxastrobin,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"피부감작성 구분1 (H317, ECHA C&L 통보): H317 (96.5%): May cause an allergic skin reaction [Warning Sensitization, Skin]",echa_cl,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B](ntp_measured;sds_reported),조건부,출처가 ECHA C&L 자가신고(법적구속력 없음) / 기존 v5 라벨과 충돌 존재
112281-77-3,Tetraconazole,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
29232-93-7,Pirimiphos Methyl,"구분2(눈 자극) (H319, ECHA C&L 통보): H319 (29.9%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]","구분2(피부 자극) (H315, ECHA C&L 통보): H315 (29.9%): Causes skin irritation [Warning Skin corrosion/irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),echa_cl,정상,정상,PubChem CID URL 1건,pass,눈:신규[2] vs 기존[Not classified](NC) | 피부:신규[2] vs 기존[Not classified](NC),조건부,"ECHA C&L 자가신고 통보율 과반미달을 확정분류로 채택: 눈:29.9%,피부:29.9% / 기존 v5 라벨과 충돌 존재"
117-81-7,Di(-ethylhexyl)phthalate (DEHP,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,없음,채택,"EU CLP Annex VI 근거 또는 양대출처 조회완료 NC, 범주/H코드 정합, URL 정상, 체디 pass, 기존값 충돌 없음"
146659-78-1,Polyoxorim-zinc,정보없음(PubChem에 GHS Classification 데이터 없음),정보없음(PubChem에 GHS Classification 데이터 없음),정보없음(PubChem에 GHS Classification 데이터 없음),정보없음,정상,정상,PubChem CID URL 1건,pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
52-68-6,A straight insect control product for general turf use. Contains Dylox at,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"피부감작성 구분1 (H317, EU CLP Annex VI): H317: May cause an allergic skin reaction [Warning Sensitization, Skin]",annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
88671-89-0,Myclobutanil,"구분2(눈 자극) (H319, EU CLP Annex VI): H319: Causes serious eye irritation [Warning Serious eye damage/eye irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[2] vs 기존[Not classified](NC) | 감작:신규[NC] vs 기존[1B](sens_ghs),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
128639-02-1,Carfentrazone-ethyl,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2A;2B;Not classified](ntp_measured) | 피부:신규[NC] vs 기존[2B;Not classified](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
16484-77-8,(R)-2-(4-Chloro-2-methylphenoxy)propionate,"구분1(심한 눈손상) (H318, EU CLP Annex VI): H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),annex_vi,정상,정상,PubChem CID URL 1건,pass,피부:신규[NC] vs 기존[2B;Not classified](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
1918-00-9,Dicamba,"구분1(심한 눈손상) (H318, EU CLP Annex VI): H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[1] vs 기존[2A;2B;Not classified](ntp_measured;sds_reported),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
122836-35-5,Sulfentrazone,"구분2(눈 자극) (H319, ECHA C&L 통보): H319 (40.6%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),echa_cl,정상,정상,PubChem CID URL 1건,pass,눈:신규[2] vs 기존[1;2A;Not classified](ntp_measured;sds_reported),조건부,ECHA C&L 자가신고 통보율 과반미달을 확정분류로 채택: 눈:40.6% / 기존 v5 라벨과 충돌 존재
219714-96-2,Penoxsulam,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[1;2A;2B;Not classified](ntp_measured;sds_reported) | 피부:신규[NC] vs 기존[2;2B;3;Not classified](ntp_measured;sds_reported) | 감작:신규[NC] vs 기존[1](sens_ghs),조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가 / 기존 v5 라벨과 충돌 존재
91078-64-7,"Naphthalenesulfonic acids, >= 1.0",정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음,정상,정상,결측(정보없음 유형-조회실패로 인용가능 URL 없음),pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
105859-97-0,"Lignin, Alkali, Reaction Products >= 1.0",정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음,정상,정상,결측(정보없음 유형-조회실패로 인용가능 URL 없음),pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
155569-91-8,Emamectin benzoate,"구분1(심한 눈손상) (H318, EU CLP Annex VI): H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[1] vs 기존[2A;2B](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
36734-19-7,Iprodione,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2A;2B;Not classified](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
16672-87-0,2-Cloroethylphosphonic acid,"구분1(심한 눈손상) (H318, ECHA C&L 통보): H318 (66.2%): Causes serious eye damage [Danger Serious eye damage/eye irritation]","구분1(피부 부식/화상) (H314, EU CLP Annex VI): H314: Causes severe skin burns and eye damage [Danger Skin corrosion/irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),annex_vi,정상,정상,PubChem CID URL 1건,pass,피부:신규[1] vs 기존[2B](ntp_measured),조건부,Annex VI(법적구속) 항목 존재하나 ECHA C&L(자가신고) 값을 채택 — 출처위계 역전 가능 / 기존 v5 라벨과 충돌 존재
30560-19-1,Acephate,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B;Not classified](ntp_measured) | 감작:신규[NC] vs 기존[1B](sens_ghs),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
13194-48-4,Ethoprop,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"피부감작성 구분1 (H317, EU CLP Annex VI): H317: May cause an allergic skin reaction [Warning Sensitization, Skin]",annex_vi,정상,정상,PubChem CID URL 1건,pass,없음,채택,"EU CLP Annex VI 근거 또는 양대출처 조회완료 NC, 범주/H코드 정합, URL 정상, 체디 pass, 기존값 충돌 없음"
7757-82-6,Sodium sulfate max. NA,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B](ntp_measured) | 감작:신규[NC] vs 기존[1B](sens_ghs),조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가 / 기존 v5 라벨과 충돌 존재
26361-40-5,Ethylene diamine alkoxylate max. NE,"정보없음(CAS 미등재, 정정불가로 확정)","정보없음(CAS 미등재, 정정불가로 확정)","정보없음(CAS 미등재, 정정불가로 확정)",정보없음,정상,정상,결측(정보없음 유형-조회실패로 인용가능 URL 없음),fail,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0 / CAS 체크디지트 실패
9003-39-8,Polyvinylpyrrolidone max NA,정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음,정상,정상,결측(정보없음 유형-조회실패로 인용가능 URL 없음),pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
7786-80-3,"1,2,3,6-Tetrahydro-N-octyl-3,6-methanophthalimide",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B](ntp_measured) | 피부:신규[NC] vs 기존[2B](ntp_measured),조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가 / 기존 v5 라벨과 충돌 존재
10605-21-7,Carbendazim,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"피부감작성 구분1 (H317, EU CLP Annex VI): H317: May cause an allergic skin reaction [Warning Sensitization, Skin]",annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[1;2A;2B](ntp_measured;sds_reported) | 피부:신규[NC] vs 기존[1;2;2B;Not classified](ntp_measured;sds_reported),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
71283-80-2,Fenoxaprop-P-ethyl,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"피부감작성 구분1 (H317, EU CLP Annex VI): H317: May cause an allergic skin reaction [Warning Sensitization, Skin]",annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2A](ntp_measured) | 피부:신규[NC] vs 기존[2B](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
135590-91-9,Mefenpyr-diethyl,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2A](ntp_measured) | 피부:신규[NC] vs 기존[2B](ntp_measured),조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가 / 기존 v5 라벨과 충돌 존재
78330-21-9,Ethoxy (7) tridecanol,정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음,정상,정상,결측(정보없음 유형-조회실패로 인용가능 URL 없음),pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
149253-65-6,"({2-Chloro-4-fluoro-5-[(3-oxotetrahydro-1H,3H-[1,3,4]thiadiazolo[3,4-a]pyridazin-1-ylidene)amino]phenyl}sulfanyl)acetic acid",정보없음(PubChem에 GHS Classification 데이터 없음),정보없음(PubChem에 GHS Classification 데이터 없음),정보없음(PubChem에 GHS Classification 데이터 없음),정보없음,정상,정상,PubChem CID URL 1건,pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
91-57-6,2-Methylnaphthalene,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B](ntp_measured),조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가 / 기존 v5 라벨과 충돌 존재
90-12-0,1-Methylnaphthalene,"구분2(눈 자극) (H319, ECHA C&L 통보): H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),echa_cl,정상,정상,PubChem CID URL 1건,pass,없음,조건부,출처가 ECHA C&L 자가신고(법적구속력 없음)
102851-06-9,Tau-fluvalinate (-No),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"구분2(피부 자극) (H315, EU CLP Annex VI): H315: Causes skin irritation [Warning Skin corrosion/irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B;Not classified](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
107-21-1,Ethylene glycol (-No),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2A;2B;Not classified](ntp_measured) | 피부:신규[NC] vs 기존[2B;Not classified](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
57960-19-7,Acequinocyl,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"피부감작성 구분1 (H317, EU CLP Annex VI): H317: May cause an allergic skin reaction [Warning Sensitization, Skin]",annex_vi,정상,정상,PubChem CID URL 1건,pass,없음,채택,"EU CLP Annex VI 근거 또는 양대출처 조회완료 NC, 범주/H코드 정합, URL 정상, 체디 pass, 기존값 충돌 없음"
7631-86-9,Silicon dioxide 0,"구분2(눈 자극) (H319, ECHA C&L 통보): H319 (56.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]","구분2(피부 자극) (H315, ECHA C&L 통보): H315 (56.3%): Causes skin irritation [Warning Skin corrosion/irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),echa_cl,정상,정상,PubChem CID URL 1건 /타CAS와 URL중복,pass,눈:신규[2] vs 기존[Not classified](NC) | 피부:신규[2] vs 기존[Not classified](NC),조건부,출처가 ECHA C&L 자가신고(법적구속력 없음) / 기존 v5 라벨과 충돌 존재
142459-58-3,Identifiers,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"피부감작성 구분1 (H317, EU CLP Annex VI): H317: May cause an allergic skin reaction [Warning Sensitization, Skin]",annex_vi,정상,정상,PubChem CID URL 1건,pass,없음,채택,"EU CLP Annex VI 근거 또는 양대출처 조회완료 NC, 범주/H코드 정합, URL 정상, 체디 pass, 기존값 충돌 없음"
188489-07-8,Flufenpyr-ethyl,정보없음(PubChem에 GHS Classification 데이터 없음),정보없음(PubChem에 GHS Classification 데이터 없음),정보없음(PubChem에 GHS Classification 데이터 없음),정보없음,정상,정상,PubChem CID URL 1건,pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
69770-45-2,Flumethrin,"구분2(눈 자극) (H319, ECHA C&L 통보): H319 (76.2%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]","구분2(피부 자극) (H315, ECHA C&L 통보): H315 (41.6%): Causes skin irritation [Warning Skin corrosion/irritation]","피부감작성 구분1 (H317, ECHA C&L 통보): H317 (41.6%): May cause an allergic skin reaction [Warning Sensitization, Skin]",echa_cl,정상,정상,PubChem CID URL 1건,pass,없음,조건부,"ECHA C&L 자가신고 통보율 과반미달을 확정분류로 채택: 피부:41.6%,감작:41.6%"
8012-95-1,Paraffin oil,정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음,정상,정상,결측(정보없음 유형-조회실패로 인용가능 URL 없음),pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
239110-15-7,Fluopicolide,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,없음,채택,"EU CLP Annex VI 근거 또는 양대출처 조회완료 NC, 범주/H코드 정합, URL 정상, 체디 pass, 기존값 충돌 없음"
66332-96-5,Flutolanil,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,없음,조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가
