Formulation_ID,group_key,y_eye__L0_raw,y_eye__L1_canon,y_eye__L1_fixed,y_eye_cat__UN_GHS,y_eye_bin__UN_GHS,y_eye_usable__UN_GHS,y_eye_cat__EU_CLP,y_eye_bin__EU_CLP,y_eye_usable__EU_CLP,y_eye_cat__K_REACH,y_eye_bin__K_REACH,y_eye_usable__K_REACH,y_eye_cat__US_OSHA,y_eye_bin__US_OSHA,y_eye_usable__US_OSHA,y_skin__L0_raw,y_skin__L1_canon,y_skin__L1_fixed,y_skin_cat__UN_GHS,y_skin_bin__UN_GHS,y_skin_usable__UN_GHS,y_skin_cat__EU_CLP,y_skin_bin__EU_CLP,y_skin_usable__EU_CLP,y_skin_cat__K_REACH,y_skin_bin__K_REACH,y_skin_usable__K_REACH,y_skin_cat__US_OSHA,y_skin_bin__US_OSHA,y_skin_usable__US_OSHA,y_sens__L0_raw,y_sens__L1_canon,y_sens__L1_fixed,y_sens_cat__UN_GHS,y_sens_bin__UN_GHS,y_sens_usable__UN_GHS,y_sens_cat__EU_CLP,y_sens_bin__EU_CLP,y_sens_usable__EU_CLP,y_sens_cat__K_REACH,y_sens_bin__K_REACH,y_sens_usable__K_REACH,y_sens_cat__US_OSHA,y_sens_bin__US_OSHA,y_sens_usable__US_OSHA
MIX254,935545-74-7,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX255,935545-74-7,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX256,81406-37-3,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,2B,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX257,131341-86-1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX258,34256-82-1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX259,25036-25-3,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX26,57960-19-7,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX260,422556-08-9,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX261,64742-94-5,,,0,,,0,,,0,,,0,,,0,2B,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX262,94-75-7,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX263,55335-06-3,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX264,81406-37-3,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX265,82657-04-3,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX266,131341-86-1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX267,138261-41-3,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX268,34256-82-1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX269,122548-33-8,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX27,1582-09-8,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX270,5234-68-4,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX271,161050-58-4,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX272,107534-96-3,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX273,161050-58-4,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX274,732-11-6,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX275,52645-53-1,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX276,219714-96-2,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX277,138261-41-3,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX278,26172-55-4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX279,865318-97-4,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX28,131983-72-7,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX280,91465-08-6,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX281,161050-58-4,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX282,138261-41-3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2B,2,1,2,1,1,2,1,1,2,1,1,2,1,1,,,0,,,0,,,0,,,0,,,0
MIX283,125225-28-7,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX284,107-21-1,,,0,,,0,,,0,,,0,,,0,2B,2,1,2,1,1,2,1,1,2,1,1,2,1,1,,,0,,,0,,,0,,,0,,,0
MIX285,2893-78-9,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX286,372137-35-4,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX287,91465-08-6,,,0,,,0,,,0,,,0,,,0,2B,2,1,2,1,1,2,1,1,2,1,1,2,1,1,,,0,,,0,,,0,,,0,,,0
MIX288,30560-19-1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX289,66215-27-8,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX29,116-06-3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX290,59669-26-0,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX291,2008-39-1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX292,1918-00-9,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX293,36734-19-7,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX294,111991-09-4,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX295,52645-53-1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX296,1071-83-6,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX297,68585-34-2,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX298,1912-24-9,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX299,135410-20-7,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX3,110488-70-5,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX30,138261-41-3,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX300,32426-11-2,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX301,16484-77-8,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2B,2,1,2,1,1,2,1,1,2,1,1,2,1,1,,,0,,,0,,,0,,,0,,,0
MIX302,74-98-6,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX303,16484-77-8,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2B,2,1,2,1,1,2,1,1,2,1,1,2,1,1,,,0,,,0,,,0,,,0,,,0
MIX304,131341-86-1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX305,67-63-0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX306,7732-18-5,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX307,1897-45-6,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX308,131860-33-8,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX309,2634-33-5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX31,317815-83-1,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX310,208465-21-8,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX311,87392-12-9,,,0,,,0,,,0,,,0,,,0,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,1B,1B,0,1B,1,1,1B,1,1,1B,1,1,1B,1,1
MIX312,104206-82-8,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX313,104206-82-8,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX314,108-62-3,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX315,220899-03-6,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX316,142459-58-3,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX317,138261-41-3,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX318,35554-44-0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX319,74223-64-6,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX32,71751-41-2,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX320,82657-04-3,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX321,51-03-6,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX322,121-75-5,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX323,8018-01-7,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX324,148-79-8,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,1B,1B,0,1B,1,1,1B,1,1,1B,1,1,1B,1,1
MIX325,82657-04-3,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX326,64742-47-8,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX327,120068-37-3,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX328,68439-49-6,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX329,34256-82-1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX33,153719-23-4,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX330,95737-68-1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX331,34256-82-1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX332,51-03-6,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX333,34256-82-1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX334,34256-82-1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX335,203313-25-1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,1B,1B,0,1B,1,1,1B,1,1,1B,1,1,1B,1,1
MIX336,75-28-5,,,0,,,0,,,0,,,0,,,0,2B,2,1,2,1,1,2,1,1,2,1,1,2,1,1,,,0,,,0,,,0,,,0,,,0
MIX337,35367-38-5,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX338,60207-90-1,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX339,8018-01-7,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX34,210880-92-5,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX340,111991-09-4,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX341,120068-37-3,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX342,98886-44-3,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,2B,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX343,2893-78-9,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2B,2,1,2,1,1,2,1,1,2,1,1,2,1,1,,,0,,,0,,,0,,,0,,,0
MIX344,66215-27-8,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX345,123-33-1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX346,3567-25-7,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX347,129909-90-6,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX348,111991-09-4,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX349,2032-65-7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX35,82657-04-3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX350,88-04-0,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX351,141776-32-1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX352,210880-92-5,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX353,141776-32-1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
